research.question,sub.research.question,repeat.for.variable,independent.variable,independent.variable.type,dependent.variable,dependent.variable.type,hypothesis.type,hypothesis
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,construction_materials_equipment,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,electricity_source,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,power_cuts,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,phone_network_coverage,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,permanent_job_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,temporary_job_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,daily_labour_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,gvt_payroll_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_job_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,calcul_jobs_adults_male_nb,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,gvt_public_sector_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,libyan_owned_business_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,foreign_owned_business_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,libyan_ngos_csos_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,international_ngos_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,own_family_business_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,informal_irregular_labour_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_institution_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,calcul_type_institution_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,permanent_job_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,temporary_job_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,daily_labour_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,gvt_payroll_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_job_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,calcul_jobs_adults_female_nb,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,gvt_public_sector_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,libyan_owned_business_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,foreign_owned_business_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,libyan_ngos_csos_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,international_ngos_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,own_family_business_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,informal_irregular_labour_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_institution_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,calcul_type_institution_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,permanent_job_minor_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,temporary_job_minor_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,daily_labour_minor_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_job_minor_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,calcul_jobs_minors_male_nb,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,permanent_job_minor_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,temporary_job_minor_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,daily_labour_minor_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_job_minor_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,calcul_jobs_minors_female_nb,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,gvt_salary,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,gvt_social_benefits,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,non_gvt_salary,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,casual_labour,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,own_business_income,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,remittances,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,family_support,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,humanitarian_assistance,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,zakat,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,income_other,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,cash_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,bank_transfers_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,cheques_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,phone_cards_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,prepaid_gift_card_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,inkind_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,calc_modality_receipt_income,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,obtaining_cash_challenge,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,obtaining_cash_challenge_reasons,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,bank_withdrawal,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,bank_withdrawal_amount,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,lasttime_able_withdraw_money,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,food_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,rent_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,shelter_maintenance_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,water_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,nfi_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,utilities_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,fuel_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,health_related_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,education_related_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,transportation_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,mobile_phone_credit_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,productive_assets_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,debt_repayment_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_expenditure,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,hh_total_debt,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,hh_debt_primary_reason,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,hh_payment_modality,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,hh_access_marketplace,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,travel_to_market,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,barriers_access_market,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,barriers_purchasing_items,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,expensive_items_to_afford,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,unabailable_items_marketplace,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,financial_service_providers,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,sold_nonproductive_hh_assets,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,sold_productive_hh_assets,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,spent_savings,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,borrowed_money,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,borrowed_purchased_oncredit_food,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,reduced_expenditures_essential_nfi,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,reduced_expenditures_health_education,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,child_dropped_school,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,delayed_skipped_rent,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,begging,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,took_additional_job,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,adult_accepting_degrading_illegal_work,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,minor_accepting_degrading_illegal_work,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,child_marriage,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,other_cash_coping_mechanism,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,using_cash_coping_mechanism_reasons,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,enrolled_school_male_6_14,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,enrolled_school_female_6_14,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,enrolled_school_male_15_17,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,enrolled_school_female_15_17,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,attended_school_male_6_14,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,attended_school_female_6_14,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,attended_school_male_15_17,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,attended_school_female_15_17,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,notattending_notenrolled_school_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,notattending_notenrolled_school_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,not_attending_since_less_1month_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,not_attending_since_1_3months_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,not_attending_since_4_6months_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,not_attending_since_more_6months_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,not_attending_since_entire_schoolyear_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,notattending_notenrolled_school_male_calc,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,,,not_attending_since_less_1month_female,numerical,direct_reporting,
