research.question,sub.research.question,repeat.for.variable,independent.variable,independent.variable.type,dependent.variable,dependent.variable.type,hypothesis.type,hypothesis
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,family_support,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,humanitarian_assistance,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,zakat,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,income_other,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,food_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,rent_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,shelter_maintenance_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,water_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,nfi_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,utilities_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,fuel_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,health_related_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,education_related_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,transportation_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,mobile_phone_credit_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,productive_assets_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,debt_repayment_expenditure,numerical,group_difference_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),,strata.names,categorical,other_expenditure,numerical,group_difference_median,
