research.question,sub.research.question,repeat.for.variable,independent.variable,independent.variable.type,dependent.variable,dependent.variable.type,hypothesis.type,hypothesis
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,power_cuts,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,phone_network_coverage,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,permanent_job_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,temporary_job_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,daily_labour_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,gvt_payroll_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_job_adult_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,calcul_jobs_adults_male_nb,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,gvt_public_sector_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,libyan_owned_business_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,foreign_owned_business_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,libyan_ngos_csos_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,international_ngos_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,own_family_business_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,informal_irregular_labour_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_institution_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,calcul_type_institution_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,permanent_job_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,temporary_job_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,daily_labour_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,gvt_payroll_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_job_adult_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,calcul_jobs_adults_female_nb,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,gvt_public_sector_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,libyan_owned_business_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,foreign_owned_business_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,libyan_ngos_csos_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,international_ngos_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,own_family_business_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,informal_irregular_labour_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_institution_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,calcul_type_institution_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,permanent_job_minor_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,temporary_job_minor_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,daily_labour_minor_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_job_minor_male,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,calcul_jobs_minors_male_nb,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,permanent_job_minor_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,temporary_job_minor_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,daily_labour_minor_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_job_minor_female,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,calcul_jobs_minors_female_nb,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,gvt_salary,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,gvt_social_benefits,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,non_gvt_salary,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,casual_labour,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,own_business_income,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,remittances,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,family_support,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,humanitarian_assistance,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,zakat,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,income_other,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,cash_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,bank_transfers_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,cheques_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,phone_cards_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,prepaid_gift_card_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,inkind_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_modality,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,calc_modality_receipt_income,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,obtaining_cash_challenge,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,obtaining_cash_challenge_reasons,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,bank_withdrawal,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,bank_withdrawal_amount,numerical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,lasttime_able_withdraw_money,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,food_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,rent_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,shelter_maintenance_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,water_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,nfi_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,utilities_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,fuel_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,health_related_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,education_related_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,transportation_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,mobile_phone_credit_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,productive_assets_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,debt_repayment_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_expenditure,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,hh_total_debt,numerical,direct_reporting_median,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,hh_debt_primary_reason,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,hh_payment_modality,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,hh_access_marketplace,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,travel_to_market,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,barriers_access_market,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,barriers_purchasing_items,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,expensive_items_to_afford,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,unabailable_items_marketplace,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,financial_service_providers,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,sold_nonproductive_hh_assets,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,sold_productive_hh_assets,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,spent_savings,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,borrowed_money,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,borrowed_purchased_oncredit_food,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,reduced_expenditures_essential_nfi,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,reduced_expenditures_health_education,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,child_dropped_school,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,delayed_skipped_rent,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,begging,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,took_additional_job,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,adult_accepting_degrading_illegal_work,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,minor_accepting_degrading_illegal_work,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,child_marriage,categorical,direct_reporting,
RQ: not specified (automatic analysisplan),sub RQ not specified (automatic analysisplan),mantika_label,,,other_cash_coping_mechanism,categorical,direct_reporting,
