"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"dependent.var2","How many people live in your household (including the interviewee)?","na","NA","NA",5.12901913851517,0.0542688475589218,5.02265415181719,5.23538412521316,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var3","Infants 0-5years: (male)","na","NA","NA",0.304926483687834,0.0170522437254869,0.271504700130281,0.338348267245388,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var4","Children 6-14 years: (male)","na","NA","NA",0.549350411353549,0.0233557459972689,0.503573990366837,0.595126832340262,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var5","Youth 15-17 years: (male)","na","NA","NA",0.325453727008203,0.0188490558288027,0.288510256441165,0.362397197575241,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var6","Adults 18-64: (male)","na","NA","NA",1.47860460461183,0.0274561083257487,1.42479162113773,1.53241758808593,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var7","Elderly 65+ years: (male)","na","NA","NA",0.10013855465146,0.0097581199935981,0.0810129909071875,0.119264118395732,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var8","nb_male","na","NA","NA",2.75847378131288,0.0408034524293874,2.67850048410638,2.83844707851937,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var9","under18_male","na","NA","NA",1.17973062204959,0.036263908229173,1.10865466798174,1.25080657611743,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var10","over18_male","na","NA","NA",1.57874315926329,0.0293271105288298,1.52126307885616,1.63622323967042,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var11","school_aged_boys","na","NA","NA",0.874804138361753,0.0329779693338542,0.810168506184132,0.939439770539374,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var12","Infants 0-5years: (female)","na","NA","NA",0.276589738444812,0.0187084170667992,0.239921914786131,0.313257562103493,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var13","Children 6-14 years: (female)","na","NA","NA",0.383217778795877,0.0206800209004305,0.342685682631498,0.423749874960257,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var14","Youth 15-17 years: (female)","na","NA","NA",0.224047027365937,0.0154262745187611,0.193812084893538,0.254281969838337,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var15","Adults 18-64: (female)","na","NA","NA",1.40860546048959,0.0228865606438792,1.36374862589759,1.45346229508158,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var16","Elderly 65+ years: (female)","na","NA","NA",0.0780853521060817,0.00972215775780512,0.059030273048767,0.0971404311633964,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var17","nb_female","na","NA","NA",2.3705453572023,0.0345334621764897,2.3028610150749,2.43822969932969,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var18","under18_female","na","NA","NA",0.883854544606626,0.0319414966147846,0.821250361629341,0.946458727583912,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var19","over18_female","na","NA","NA",1.48669081259567,0.0244377968336268,1.43879361094026,1.53458801425109,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var20","nb_ind_hh","na","NA","NA",5.12901913851517,0.0542688475589218,5.02265415181719,5.23538412521316,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var21","nb_under18","na","NA","NA",2.06358516665621,0.0519520614851514,1.96176099722271,2.16540933608972,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var22","nb_over18","na","NA","NA",3.06543397185896,0.0446523958239322,2.97791688422063,3.15295105949729,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var23","school_aged_girls","na","NA","NA",0.607264806161814,0.0267853276919737,0.554766528571443,0.659763083752186,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"114","Is your household currently hosting any individuals that have been displaced from another baladiya?",NA,"No","NA",0.954388756298064,NA,0.947728728677417,0.961048783918711,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"214","Is your household currently hosting any individuals that have been displaced from another baladiya?",NA,"Yes","NA",0.0456112437019358,NA,0.0389512160812891,0.0522712713225826,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var24","How many? ","na","NA","NA",3.8097447871563,0.227982145530928,3.36290799279751,4.25658158151508,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var25","How many of these hosted persons are under 18?","na","NA","NA",0.850626675545724,0.143425349586225,0.569518155886656,1.13173519520479,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var26","1. Male infants (aged 0-5 years)","na","NA","NA",0.332678986726478,0.0981395166007336,0.140329068728869,0.525028904724086,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var27","2. Male children (aged 6-14 years)","na","NA","NA",0.282042363602851,0.0915492203485964,0.102609188906881,0.461475538298821,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var28","3. Male youths (aged 15-17 years)","na","NA","NA",0.0688693440993004,0.0457951428119612,-0.0208874864790119,0.158626174677613,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var29","4. Female infants (aged 0-5 years)","na","NA","NA",0.173406280868932,0.102316129809452,-0.0271296485951192,0.373942210332982,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var30","5. Female children (aged 6-14 years)","na","NA","NA",0.211135764298166,0.104770363545363,0.00578962510208728,0.416481903494245,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var31","6. Female youths (aged 15-17 years)","na","NA","NA",0.120146397837415,0.102741778517994,-0.0812237877654438,0.321516583440274,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var32","seperated_children_calc","na","NA","NA",1.18827913743314,0.158781749690381,0.877072626637742,1.49948564822854,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var33","1. Male infants (aged 0-5 years)","na","NA","NA",0.0275045957444052,0.0255850055595783,-0.0226410936966254,0.0776502851854358,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var34","2. Male children (aged 6-14 years)","na","NA","NA",0.00375834042667666,0.00377924537784465,-0.00364884440263831,0.0111655252559916,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var35","3. Male youths (aged 15-17 years)","na","NA","NA",0,0,0,0,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var36","4. Female infants (aged 0-5 years)","na","NA","NA",0.00375834042667666,0.00270408477798292,-0.00154156834931285,0.00905824920266618,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var37","5. Female children (aged 6-14 years)","na","NA","NA",0,0,0,0,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var38","6. Female youths (aged 15-17 years)","na","NA","NA",0,0,0,0,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var39","unaccompanied_children_calc","na","NA","NA",0.0350212765977586,0.0265343798998168,-0.0169851523579859,0.0870277055535031,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var40","minors_displaced_calc","na","NA","NA",1.2233004140309,0.165221724968137,0.89947178362977,1.54712904443203,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var41","1. Cereals, grains, and tubers (including wheat bread, pasta, rice, couscous, potatoes, etc.)","na","NA","NA",5.86343601637576,0.0374145310700292,5.79010488298005,5.93676714977148,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var42","2. Legumes and nuts (including beans, chickpeas, peas, nuts, etc.)","na","NA","NA",4.4090342306111,0.0529783911799008,4.30519849193962,4.51286996928258,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var43","3. Milk and dairy products (including milk, cheese, sour cream, yoghurt, etc.)","na","NA","NA",5.49759935226502,0.0500563363879167,5.39949073574668,5.59570796878335,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var44","4. Eggs, meat, fish (including beef, chicken, lamb, canned fish, fresh fish, etc.)","na","NA","NA",4.74689279736155,0.0525699669145383,4.64385755554059,4.84992803918251,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var45","5. Vegetables and leaves (including onions, lettuce, tomatoes, cucumbers, red peppers, spinach, etc.)","na","NA","NA",5.91999866362283,0.0389438083489544,5.84367020183805,5.99632712540761,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var46","6. Fruits (including bananas, apples, cherries, dates, lemons, apricots, pears, etc.)","na","NA","NA",3.35182085521709,0.0564801476274813,3.24112180002572,3.46251991040846,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var47","7. Oil and fat (including vegetable oil, butter, margarine, lard, etc.)","na","NA","NA",5.7927880838891,0.0521323493588589,5.69061055671628,5.89496561106192,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var48","8. Sugar and sweets (including sugar, honey, jam, cakes, cookies, sweets, sugary drinks, etc.)","na","NA","NA",4.94434637275523,0.0566131868878681,4.83338656540497,5.05530618010549,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var49","9. Condiments and spices (including garlic, tomato paste, and small quantities of items from other food groups)","na","NA","NA",6.17230824288487,0.0402842792966624,6.09335250632026,6.25126397944948,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var50","What are the top three sources from which your household typically acquires food?",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var51","1. Rely on less preferred, less expensive food?","na","NA","NA",1.44168829488298,0.069055321976067,1.30634235086907,1.57703423889689,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var52","2. Borrow food or rely on help from friends or relatives?","na","NA","NA",0.203005149784706,0.025413526402598,0.153195553315456,0.252814746253956,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var53","3. Reduce the number of meals eaten per day?","na","NA","NA",1.06849396932807,0.0607560417731263,0.949414315609536,1.18757362304661,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var54","4. Reduce the size of portions or meals?","na","NA","NA",0.941915794371256,0.0614667493861744,0.821443179327605,1.06238840941491,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var55","5. Reduce the quantity consumed by adults so children could eat?","na","NA","NA",0.364191016299078,0.0414165234567687,0.283016121958953,0.445365910639203,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var56","Does your household engage in some form of agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or for food consumption?",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"115","Did your household engage in such activities prior to 2011 but had to give them up?",NA,"No","NA",0.912357286769644,NA,0.902199500907528,0.92251507263176,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"215","Did your household engage in such activities prior to 2011 but had to give them up?",NA,"Yes","NA",0.087642713230356,NA,0.0774849273682397,0.0978004990924722,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var57","What types of agricultural activities was your household engaged in?",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"116","What year did your household give them up?",NA,"1. 2011","NA",0.302681992337165,NA,0.24683881130374,0.358525173370589,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"216","What year did your household give them up?",NA,"2. 2012","NA",0.0689655172413793,NA,0.038164837643295,0.0997661968394636,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"3","What year did your household give them up?",NA,"3. 2013","NA",0.0689655172413793,NA,0.038164837643295,0.0997661968394636,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"4","What year did your household give them up?",NA,"4. 2014","NA",0.218390804597701,NA,0.168171184706393,0.26861042448901,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"5","What year did your household give them up?",NA,"5. 2015","NA",0.176245210727969,NA,0.129930489377021,0.222559932078917,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"6","What year did your household give them up?",NA,"6. 2016","NA",0.0344827586206897,NA,0.0123037344195868,0.0566617828217925,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"7","What year did your household give them up?",NA,"7. 2017","NA",0.0383141762452107,NA,0.0149818645004931,0.0616464879899283,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"8","What year did your household give them up?",NA,"8. 2018","NA",0.0191570881226054,NA,0.00249513552768197,0.0358190407175288,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"9","What year did your household give them up?",NA,"9. 2019","NA",0.0727969348659004,NA,0.0412174244208024,0.104376445310998,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var58","What were the main challenges that made your household abandon crop production?",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var59","What were the main challenges that made your household abandon livestock production?
",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var60","What were the main challenges that made your household abandon fishing/fisheries?",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var61","How many individuals did your household employ to support production in the last 12 months, including seasonal workers?","na","NA","NA",4.20393791713602,1.45894354525825,1.34446111295267,7.06341472131938,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var62","How much land does your household cultivate in hectares?","na","NA","NA",3162.59437807942,783.04767836764,1627.84913030114,4697.3396258577,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var63","What are the main crops your household grows?",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"117","Has the ongoing conflict since 2014 negatively affected your household's crop production?",NA,"No","NA",0.24317617866005,NA,0.20123960196803,0.285112755352069,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"217","Has the ongoing conflict since 2014 negatively affected your household's crop production?",NA,"Yes","NA",0.75682382133995,NA,0.714887244647931,0.79876039803197,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var64","How has it negatively affected your household's crop production?",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var65","1. Cattle/cows","na","NA","NA",1.41561411550375,0.202354593836927,1.01900639947715,1.81222183153036,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var66","2. Donkeys/Horses","na","NA","NA",0.218120479683598,0.0375684790160907,0.144487613858112,0.291753345509085,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var67","3. Sheep","na","NA","NA",28.7638780343781,3.67237642732632,21.5661524991447,35.9616035696116,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var68","4. Goats","na","NA","NA",9.47283294762493,0.917799705239666,7.67397858033371,11.2716873149162,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var69","5. Poultry","na","NA","NA",11.4517294513938,1.4738685695324,8.56300013716473,14.3404587656229,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var70","6. Camels","na","NA","NA",1.1071343402436,0.441619140639874,0.241576729705922,1.97269195078129,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var71","7. Bee hives","na","NA","NA",0.802550673571589,0.34385260789284,0.12861194611145,1.47648940103173,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var72","8. Other (specify)","na","NA","NA",0.00732266677068727,0.00529329456155486,-0.00305199992952198,0.0176973334708965,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"118","Has the ongoing conflict since 2014 negatively affected your household's production?",NA,"No","NA",0.244444444444444,NA,0.20654717636461,0.282341712524279,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"218","Has the ongoing conflict since 2014 negatively affected your household's production?",NA,"Yes","NA",0.755555555555556,NA,0.717658287475721,0.79345282363539,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var73","How has it negatively affected your household's production?",NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"119","What type of shelter does your household live in?",NA,"1. Apartment","NA",0.270485282418457,NA,0.256305607819644,0.28466495701727,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"219","What type of shelter does your household live in?",NA,"10. Camp or informal settlement for displaced persons","NA",0.000795544948289578,NA,0,0.00169553344382668,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"310","What type of shelter does your household live in?",NA,"8. Connection house","NA",0.00822063113232564,NA,0.00533834208432491,0.0111029201803264,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"410","What type of shelter does your household live in?",NA,"Prefer not to answer","NA",0.000530363298859719,NA,0,0.00126529833215912,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"55","What type of shelter does your household live in?",NA,"9. Hotel","NA",0.000265181649429859,NA,0,0.000784928131673266,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"61","What type of shelter does your household live in?",NA,"2. House","NA",0.693715194908512,NA,0.679001195120422,0.708429194696603,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"71","What type of shelter does your household live in?",NA,"Other (specify)","NA",0.000530363298859719,NA,0,0.00126529833215914,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"81","What type of shelter does your household live in?",NA,"5. Private building not usually used for shelter (basement, garage, store, warehouse, work site, etc.)","NA",0.000795544948289578,NA,0,0.0016955334438267,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"91","What type of shelter does your household live in?",NA,"4. Public building not usually used for shelter (school, mosque, etc.)","NA",0.00424290639087775,NA,0.00216806049773293,0.00631775228402257,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"10","What type of shelter does your household live in?",NA,"7. Temporary shelter provided by INGO or local NGO","NA",0.000530363298859719,NA,0,0.00126529833215913,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"11","What type of shelter does your household live in?",NA,"6. Tent or caravan","NA",0.00318217979315831,NA,0.00138435374130035,0.00498000584501627,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"12","What type of shelter does your household live in?",NA,"3. Unfinished room(s)","NA",0.0167064439140811,NA,0.0126151467865083,0.020797741041654,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var74","How many rooms are in your household's shelter?","na","NA","NA",3.95102861097671,0.0401972609272478,3.87224342728214,4.02981379467127,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"120","How would you describe your household's occupancy status?",NA,"Don't know","NA",0.000265181649429859,NA,0,0.00078492813167326,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"220","How would you describe your household's occupancy status?",NA,"Prefer not to answer","NA",0.0013259082471493,NA,0.000164336491018292,0.0024874800032803,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"311","How would you describe your household's occupancy status?",NA,"4. Being hosted for free","NA",0.0920180323521612,NA,0.0827912027792791,0.101244861925043,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"411","How would you describe your household's occupancy status?",NA,"7. Housing provided by employer","NA",0.00291699814372845,NA,0.00119548180638117,0.00463851448107574,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"56","How would you describe your household's occupancy status?",NA,"6. Housing provided by public authority","NA",0.0121983558737735,NA,0.00869436522972524,0.0157023465178218,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"62","How would you describe your household's occupancy status?",NA,"Other (specify)","NA",0.00106072659771944,NA,2.16473069099023e-05,0.00209980588852897,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"72","How would you describe your household's occupancy status?",NA,"1. Ownership ","NA",0.625828692654468,NA,0.610381826200222,0.641275559108715,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"82","How would you describe your household's occupancy status?",NA,"3. Rental (with verbal agreement)","NA",0.142667727393264,NA,0.131503854744626,0.153831600041902,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"92","How would you describe your household's occupancy status?",NA,"2. Rental (with written contract)","NA",0.116414744099708,NA,0.106176967700436,0.12665252049898,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"101","How would you describe your household's occupancy status?",NA,"5. Squatting (without consent of owner)","NA",0.00530363298859719,NA,0.00298512063951405,0.00762214533768033,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"dependent.var75","How much does your household's rental property cost per month (in LYD)?","na","NA","NA",446.063984165223,16.0653560882647,414.576464833413,477.551503497033,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"121","Has the rent increased or decreased since the beginning of 2019?",NA,"2. Decreased","NA",0.0296827021494371,NA,0.0190355910435793,0.0403298132552948,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"221","Has the rent increased or decreased since the beginning of 2019?",NA,"Don't know","NA",0.0685772773797339,NA,0.0527215300678943,0.0844330246915734,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"312","Has the rent increased or decreased since the beginning of 2019?",NA,"1. Increased","NA",0.194472876151484,NA,0.169641957614677,0.219303794688291,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"412","Has the rent increased or decreased since the beginning of 2019?",NA,"3. No change","NA",0.707267144319345,NA,0.678720789557217,0.735813499081473,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"122","Who is hosting your household for free?",NA,"Prefer not to answer","NA",0.0231884057971014,NA,0.00728428306220128,0.0390925285320016,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"222","Who is hosting your household for free?",NA,"1. Family","NA",0.484057971014493,NA,0.431247746796562,0.536868195232424,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"313","Who is hosting your household for free?",NA,"2. Friends","NA",0.431884057971014,NA,0.379539571372461,0.484228544569568,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"413","Who is hosting your household for free?",NA,"Other (specify)","NA",0.0608695652173913,NA,0.0356038307754753,0.0861352996593073,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"123","Question for enumerator: How would you describe the overall condition of this household's shelter?",NA,"4. Heavy damage (shelter is not livable without repairs)","NA",0.0159108989657916,NA,0.0119165869583437,0.0199052109732395,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"223","Question for enumerator: How would you describe the overall condition of this household's shelter?",NA,"2. Light damage (repairs needed, but shelter is livable)","NA",0.192787059135508,NA,0.180194603977804,0.205379514293212,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"314","Question for enumerator: How would you describe the overall condition of this household's shelter?",NA,"3. Medium damage","NA",0.0535666931848316,NA,0.0463793258385229,0.0607540605311403,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"414","Question for enumerator: How would you describe the overall condition of this household's shelter?",NA,"1. No damage / negligible damage","NA",0.729514717581543,NA,0.71533504298273,0.743694392180356,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"57","Question for enumerator: How would you describe the overall condition of this household's shelter?",NA,"5. Destroyed (shelter needs to be reconstructed)","NA",0.00822063113232564,NA,0.005338342084325,0.0111029201803263,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"124","If your household owns a house, property or land, where are your proof of ownership documents?",NA,"Don't know","NA",0.00928135773004508,NA,0.00622039290135308,0.0123423225587371,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"224","If your household owns a house, property or land, where are your proof of ownership documents?",NA,"1. We do not own a house, land or property","NA",0.0729249535932114,NA,0.0646250520160188,0.0812248551704039,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"315","If your household owns a house, property or land, where are your proof of ownership documents?",NA,"5. Lost","NA",0.035799522673031,NA,0.0298689080370044,0.0417301373090577,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"415","If your household owns a house, property or land, where are your proof of ownership documents?",NA,"6. Stolen or confiscated","NA",0.00265181649429859,NA,0.00101019681290764,0.00429343617568955,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"58","If your household owns a house, property or land, where are your proof of ownership documents?",NA,"Prefer not to answer","NA",0.00769026783346592,NA,0.00490176060871947,0.0104787750582124,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"63","If your household owns a house, property or land, where are your proof of ownership documents?",NA,"2. We never obtained ownership documents","NA",0.0342084327764519,NA,0.0284063261000901,0.0400105394528137,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"73","If your household owns a house, property or land, where are your proof of ownership documents?",NA,"4. Not with me but in a secure place","NA",0.252983293556086,NA,0.239106520226493,0.266860066885679,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"83","If your household owns a house, property or land, where are your proof of ownership documents?",NA,"3. Physically with me","NA",0.58446035534341,NA,0.568729179818831,0.600191530867989,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"125","Has your household experienced eviction or the threat of eviction within the past 6 months?",NA,"Don't know","NA",0.00503845133916733,NA,0.00277834382681964,0.00729855885151502,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
"225","Has your household experienced eviction or the threat of eviction within the past 6 months?",NA,"Prefer not to answer","NA",0.00291699814372845,NA,0.00119548180638119,0.00463851448107572,NA,NA,NA,"no hypothesis test on case 'Direct reporting'"
