data,Overall,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Derna_returnee,Al Jabal Al Gharbi_non_displaced,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee,Sebha,Aljufra,Tripoli,Wadi Ashshati,Aljfara,Ejdabia,Alkufra,Sirt,Ghat,Derna,Al Jabal Al Gharbi,Azzawya,Zwara,Murzuq,Misrata,Benghazi,Ubari
No,8.7190112617443,100,100,1.75438596491228,100,1.76991150442478,100,20.8333333333333,0,5.35714285714286,100,1.73913043478261,0,100,0,3.57142857142857,0,4.42477876106195,0,0.917431192660551,100,2.63157894736842,100,0,100,2.9126213592233,0,2.58620689655172,100,100,100,100,0,0,0,100,3.84615384615385,4.34782608695652,100,0,100,0,0,2.60869565217391,100,0,0,0,0,0,0,10.8414722565787,4.84886631265717,8.87246935612754,4.19505708652391,24.2336321835622,9.47504842383773,14.6235923262306,5.70732556116235,32.5007276479771,3.6794480596888,9.5683687422556,3.63062220143019,2.92566135325574,12.7394324972111,9.36455262802161,6.59666466666627,4.8982778065412
Has your household been displaced from this baladiya since 2011 as a result of the conflict?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,89.6020284885635,NA,NA,100,NA,100,NA,100,100,100,NA,100,0,NA,100,100,0,100,100,100,NA,100,NA,0,NA,100,0,100,NA,NA,NA,NA,0,0,0,NA,100,100,NA,0,NA,0,0,100,NA,0,0,0,0,0,0,98.1631188710835,100,94.2621005781886,99.5537137392413,98.4121722935114,99.6799487918067,97.1456150027579,55.3792212585348,94.8038176033934,81.9929943229859,92.275380891357,99.8456977409456,95.7100419868231,99.025069637883,97.8653788677227,74.438150403907,73.4041033941067
Yes,10.3979715114365,NA,NA,0,NA,0,NA,0,0,0,NA,0,100,NA,0,0,100,0,0,0,NA,0,NA,100,NA,0,100,0,NA,NA,NA,NA,100,100,100,NA,0,0,NA,100,NA,100,100,0,NA,100,100,100,100,100,100,1.83688112891653,0,5.73789942181143,0.446286260758687,1.58782770648863,0.320051208193311,2.85438499724214,44.6207787414652,5.19618239660657,18.0070056770141,7.72461910864303,0.154302259054422,4.28995801317689,0.974930362116992,2.1346211322773,25.561849596093,26.5958966058933
Has your household been displaced from your baladiya of origin because of the conflict?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,94.0855730787203,0,0,100,0,100,0,100,NA,100,0,100,NA,0,NA,100,NA,100,NA,100,0,100,0,NA,0,100,NA,100,0,0,0,0,NA,NA,NA,0,100,100,0,NA,0,NA,NA,100,0,NA,NA,NA,NA,NA,NA,0,96.8502610746168,95.7393527907592,97.5124895920067,95.23453131921,92.0986486086879,87.2986369268897,0,68.7295790889871,99.3385430386045,93.8318974878737,0,97.843679486962,89.7624239641914,92.8470159834047,95.3898773787432,95.9014864108464
Yes,5.91442692127972,100,100,0,100,0,100,0,NA,0,100,0,NA,100,NA,0,NA,0,NA,0,100,0,100,NA,100,0,NA,0,100,100,100,100,NA,NA,NA,100,0,0,100,NA,100,NA,NA,0,100,NA,NA,NA,NA,NA,NA,100,3.14973892538319,4.26064720924081,2.48751040799334,4.76546868078997,7.90135139131206,12.7013630731103,100,31.2704209110129,0.661456961395499,6.16810251212626,100,2.15632051303802,10.2375760358086,7.15298401659528,4.61012262125678,4.09851358915355
Displacement_status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non_displaced,85.4453252141846,0,0,100,0,100,0,100,100,100,0,100,0,0,100,100,0,100,100,100,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,87.5207915724826,96.8502610746168,90.4670914130501,97.0880829015544,93.7933420581554,91.8271073502963,85.1153799685877,52.2185488080738,66.2344878681237,81.5477763628937,86.9982547993019,96.2206776715899,93.7329345988818,88.9761092150171,91.004037212568,71.8532019569418,71.1714206590972
returnee,9.91560204996829,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,100,100,0,0,0,0,100,0,100,100,0,0,100,100,100,100,100,100,1.63773617093871,0,5.50689055652145,0.435233160621762,1.51330535373137,0.294837397175458,2.50090612540776,42.0741256307639,3.6303019077607,17.9092285144518,7.28285675929655,0.148700126979884,4.20133922766871,0.875995449374289,1.98496284594231,24.6741856353894,25.7869472906859
idp,4.63907273584705,100,100,0,100,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0,100,0,0,0,100,100,100,100,0,0,0,100,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,10.8414722565787,3.14973892538319,4.02601803042843,2.47668393782383,4.69335258811318,7.87805525252823,12.3837139060046,5.70732556116235,30.1352102241156,0.542995122654429,5.71888844140153,3.63062220143019,2.06572617344949,10.1478953356086,7.01099994148967,3.4726124076688,3.04163205021693
How many people live in your household (including the interviewee)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How many people live in your household (including the interviewee)?,5.13798958418888,6.09821428571429,5.61038961038961,5.81578947368421,5.23711340206186,5.84955752212389,5.56470588235294,4.71875,6.92792792792793,4.97321428571429,5.11111111111111,5.7304347826087,4.78448275862069,4.62135922330097,5.37614678899083,5.53571428571429,4.03738317757009,5.07964601769912,4.92372881355932,5.34862385321101,5.58558558558559,5.66666666666667,4.69444444444444,5.26724137931035,4.99056603773585,5.51456310679612,6.22826086956522,5,4.68103448275862,5.22522522522523,5.11764705882353,5.01149425287356,5.36111111111111,5.9375,5.02521008403361,4.96491228070175,4.80769230769231,5.11304347826087,4.85714285714286,5.37373737373737,5.65853658536585,6.05128205128205,4.91228070175439,5.99130434782609,5.32352941176471,5.78301886792453,5,4.91743119266055,6.05555555555556,4.85964912280702,5.61666666666667,6.82651605310734,5.80931991423734,4.97344567307788,5.84339921906678,4.74707684935612,5.71868805188251,5.54399207086507,5.30831944132786,5.42269970867859,4.67435592824019,5.07811546903077,4.92129430568584,5.36210291327095,5.46821383956364,4.97599836762481,5.08622728117331,5.67917375495957
Infants 0-5years: (male),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infants 0-5years: (male),0.323587434616703,0.205357142857143,0.506493506493506,0.605263157894737,0.494845360824742,0.389380530973451,0.317647058823529,0.260416666666667,0.441441441441441,0.392857142857143,0.324074074074074,0.391304347826087,0.258620689655172,0.427184466019417,0.385321100917431,0.276785714285714,0.355140186915888,0.353982300884956,0.26271186440678,0.486238532110092,0.441441441441441,0.368421052631579,0.305555555555556,0.474137931034483,0.386792452830189,0.524271844660194,0.369565217391304,0.387931034482759,0.379310344827586,0.36036036036036,0.294117647058824,0.482758620689655,0.453703703703704,0.2125,0.100840336134454,0.140350877192982,0.269230769230769,0.11304347826087,0.241071428571429,0.313131313131313,0.109756097560976,0.384615384615385,0.175438596491228,0.452173913043478,0.401960784313726,0.386792452830189,0.435897435897436,0.477064220183486,0.555555555555556,0.263157894736842,0.466666666666667,0.414669284788712,0.602152171738087,0.389570952336642,0.388327168402324,0.264202066811898,0.395476372062437,0.371798706470868,0.422773980445953,0.307747345439511,0.283750543470396,0.358475396269416,0.261796406478645,0.47809177356376,0.518835741906477,0.389095898555643,0.110980732442775,0.401905153414932
Children 6-14 years: (male),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children 6-14 years: (male),0.535092284956323,0.383928571428571,0.675324675324675,0.842105263157895,0.577319587628866,0.566371681415929,0.764705882352941,0.416666666666667,0.576576576576577,0.482142857142857,0.388888888888889,0.48695652173913,0.620689655172414,0.339805825242718,0.761467889908257,0.410714285714286,0.308411214953271,0.415929203539823,0.669491525423729,0.605504587155963,0.72972972972973,0.289473684210526,0.398148148148148,0.827586206896552,0.547169811320755,0.631067961165049,0.565217391304348,0.439655172413793,0.405172413793103,0.441441441441441,0.588235294117647,0.620689655172414,0.518518518518518,0.35,0.739495798319328,0.429824561403509,0.634615384615385,0.478260869565217,0.651785714285714,0.383838383838384,0.829268292682927,0.82051282051282,0.403508771929825,0.669565217391304,0.42156862745098,0.877358490566038,0.525641025641026,0.394495412844037,0.861111111111111,0.728070175438597,0.433333333333333,0.555504663059676,0.836852110062929,0.493604310010049,0.572566596449208,0.414866165452835,0.505924227989987,0.297220378897782,0.777055904646554,0.424146166320643,0.577251690243838,0.422383757678511,0.668453177621419,0.616569355535617,0.631674309882267,0.436341181778296,0.541036455583444,0.677108716322327
Youth 15-17 years: (male),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youth 15-17 years: (male),0.327268741610765,0.410714285714286,0.402597402597403,0.526315789473684,0.381443298969072,0.292035398230089,0.505882352941176,0.322916666666667,0.405405405405405,0.214285714285714,0.277777777777778,0.373913043478261,0.120689655172414,0.203883495145631,0.44954128440367,0.178571428571429,0.196261682242991,0.283185840707965,0.330508474576271,0.394495412844037,0.288288288288288,0.210526315789474,0.296296296296296,0.310344827586207,0.311320754716981,0.281553398058252,0.402173913043478,0.301724137931034,0.25,0.306306306306306,0.431372549019608,0.183908045977011,0.481481481481481,0.3125,0.378151260504202,0.236842105263158,0.663461538461538,0.356521739130435,0.294642857142857,0.333333333333333,0.98780487804878,0.333333333333333,0.280701754385965,0.347826086956522,0.352941176470588,0.358490566037736,0.179487179487179,0.256880733944954,0.416666666666667,0.359649122807018,0.433333333333333,0.405928042871955,0.522418983284386,0.215861276243708,0.297874148017683,0.320955775431101,0.367342671190556,0.212253954000376,0.383086896667136,0.217097847029316,0.581550817106781,0.298377200514685,0.329132266850886,0.393744507745299,0.27209803980566,0.297207633742974,0.357702637571117,0.351030469181505
Adults 18-64: (male),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adults 18-64: (male),1.45732213208639,2.0625,1.14285714285714,1.07017543859649,1.38144329896907,1.85840707964602,1.47058823529412,1.41666666666667,2.17117117117117,1.34821428571429,1.59259259259259,1.40869565217391,1.38793103448276,1.24271844660194,1.14678899082569,1.94642857142857,1.14953271028037,1.53097345132743,1.28813559322034,1.35779816513761,1.2972972972973,1.78070175438596,1.33333333333333,1.12068965517241,1.28301886792453,1.33009708737864,2,1.55172413793103,1.39655172413793,1.62162162162162,1.3921568627451,1.31034482758621,1.33333333333333,1.9,1.58823529411765,1.75438596491228,1.25,1.67826086956522,1.3125,1.6969696969697,1.26829268292683,1.48717948717949,1.36842105263158,1.49565217391304,1.46078431372549,1.57547169811321,1.32051282051282,1.31192660550459,1.52777777777778,1.29824561403509,1.43333333333333,2.15658628411326,1.07246472252722,1.35173924966655,1.84736302425964,1.42916533142852,1.39999226932418,1.71706297782,1.14358300615174,1.82582468283524,1.23210641187793,1.50527678677148,1.28913955736222,1.3676531252761,1.32946868340251,1.53608510816664,1.65869132146633,1.44368649635827
Elderly 65+ years: (male),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elderly 65+ years: (male),0.0991904973216729,0.0892857142857143,0.181818181818182,0.289473684210526,0.0824742268041237,0.185840707964602,0.0588235294117647,0.0625,0.153153153153153,0.0892857142857143,0.0555555555555556,0.139130434782609,0.137931034482759,0.0388349514563107,0.055045871559633,0.133928571428571,0.0934579439252336,0.0884955752212389,0.0338983050847458,0.018348623853211,0.0900900900900901,0.157894736842105,0.0555555555555556,0.0344827586206897,0.0754716981132075,0.0970873786407767,0.0978260869565217,0.0775862068965517,0.0517241379310345,0.027027027027027,0.0392156862745098,0.0804597701149425,0.148148148148148,0.125,0.109243697478992,0.131578947368421,0.00961538461538462,0.217391304347826,0.116071428571429,0.0808080808080808,0.0121951219512195,0.0769230769230769,0.0526315789473684,0.191304347826087,0.137254901960784,0.0188679245283019,0.0512820512820513,0.165137614678899,0.111111111111111,0.0789473684210526,0.0333333333333333,0.145322871111931,0.286082816946358,0.0916903271156857,0.182369645918801,0.0624511299039707,0.134955079911502,0.142328047154204,0.047559890008077,0.0987132480927628,0.0246449480024612,0.0909561836834845,0.0369095571516831,0.01880149780625,0.0952233879653152,0.0775108801720903,0.187726832512999,0.1606869275011
nb_male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nb_male,2.74246109059185,3.15178571428571,2.90909090909091,3.33333333333333,2.91752577319588,3.29203539823009,3.11764705882353,2.47916666666667,3.74774774774775,2.52678571428571,2.63888888888889,2.8,2.52586206896552,2.25242718446602,2.79816513761468,2.94642857142857,2.10280373831776,2.67256637168142,2.58474576271186,2.86238532110092,2.84684684684685,2.80701754385965,2.38888888888889,2.76724137931034,2.60377358490566,2.86407766990291,3.43478260869565,2.75862068965517,2.48275862068966,2.75675675675676,2.74509803921569,2.67816091954023,2.93518518518519,2.9,2.91596638655462,2.69298245614035,2.82692307692308,2.84347826086957,2.61607142857143,2.80808080808081,3.20731707317073,3.1025641025641,2.28070175438596,3.15652173913043,2.77450980392157,3.21698113207547,2.51282051282051,2.60550458715596,3.47222222222222,2.7280701754386,2.8,3.67801114594553,3.31997080455898,2.54246611537263,3.28850058304765,2.49164046902832,2.80369062047866,2.74066406434323,2.77405967791946,2.87352928971747,2.69930441070141,2.67546932491758,2.58543096546485,2.87486025992703,2.84730016296223,2.73624070241564,2.85613797957666,3.03441776277813
under18_male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
under18_male,1.18594846118379,1,1.58441558441558,1.97368421052632,1.45360824742268,1.24778761061947,1.58823529411765,1,1.42342342342342,1.08928571428571,0.990740740740741,1.25217391304348,1,0.970873786407767,1.59633027522936,0.866071428571429,0.85981308411215,1.05309734513274,1.26271186440678,1.48623853211009,1.45945945945946,0.868421052631579,1,1.61206896551724,1.24528301886792,1.4368932038835,1.33695652173913,1.12931034482759,1.03448275862069,1.10810810810811,1.31372549019608,1.28735632183908,1.4537037037037,0.875,1.21848739495798,0.807017543859649,1.56730769230769,0.947826086956522,1.1875,1.03030303030303,1.92682926829268,1.53846153846154,0.859649122807018,1.4695652173913,1.17647058823529,1.62264150943396,1.14102564102564,1.12844036697248,1.83333333333333,1.35087719298246,1.33333333333333,1.37610199072034,1.9614232650854,1.0990365385904,1.25876791286921,1.00002400769583,1.26874327124298,0.881273039369027,1.58291678175964,0.94899135878947,1.44255305082102,1.07923635446261,1.25938185095095,1.48840563684468,1.4226080915944,1.12264471407691,1.00971982559734,1.43004433891876
over18_male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
over18_male,1.55651262940806,2.15178571428571,1.32467532467532,1.35964912280702,1.4639175257732,2.04424778761062,1.52941176470588,1.47916666666667,2.32432432432432,1.4375,1.64814814814815,1.54782608695652,1.52586206896552,1.28155339805825,1.20183486238532,2.08035714285714,1.24299065420561,1.61946902654867,1.32203389830508,1.37614678899083,1.38738738738739,1.93859649122807,1.38888888888889,1.1551724137931,1.35849056603774,1.42718446601942,2.09782608695652,1.62931034482759,1.44827586206897,1.64864864864865,1.43137254901961,1.39080459770115,1.48148148148148,2.025,1.69747899159664,1.8859649122807,1.25961538461538,1.89565217391304,1.42857142857143,1.77777777777778,1.28048780487805,1.56410256410256,1.42105263157895,1.68695652173913,1.59803921568627,1.59433962264151,1.37179487179487,1.47706422018349,1.63888888888889,1.37719298245614,1.46666666666667,2.30190915522519,1.35854753947358,1.44342957678223,2.02973267017844,1.49161646133249,1.53494734923568,1.8593910249742,1.19114289615981,1.924537930928,1.25675135988039,1.59623297045497,1.3260491145139,1.38645462308235,1.42469207136783,1.61359598833873,1.84641815397933,1.60437342385937
school_aged_boys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
school_aged_boys,0.862361026567088,0.794642857142857,1.07792207792208,1.36842105263158,0.958762886597938,0.858407079646018,1.27058823529412,0.739583333333333,0.981981981981982,0.696428571428571,0.666666666666667,0.860869565217391,0.741379310344828,0.543689320388349,1.21100917431193,0.589285714285714,0.504672897196262,0.699115044247788,1,1,1.01801801801802,0.5,0.694444444444444,1.13793103448276,0.858490566037736,0.912621359223301,0.967391304347826,0.741379310344828,0.655172413793103,0.747747747747748,1.01960784313725,0.804597701149425,1,0.6625,1.11764705882353,0.666666666666667,1.29807692307692,0.834782608695652,0.946428571428571,0.717171717171717,1.81707317073171,1.15384615384615,0.684210526315789,1.01739130434783,0.774509803921569,1.23584905660377,0.705128205128205,0.651376146788991,1.27777777777778,1.08771929824561,0.866666666666667,0.961432705931631,1.35927109334731,0.709465586253757,0.870440744466891,0.735821940883936,0.873266899180543,0.509474332898159,1.16014280131369,0.641244013349959,1.15880250735062,0.720760958193197,0.997585444472305,1.01031386328092,0.903772349687927,0.73354881552127,0.89873909315456,1.02813918550383
Infants 0-5years: (female),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infants 0-5years: (female),0.279677275120208,0.223214285714286,0.311688311688312,0.228070175438596,0.309278350515464,0.256637168141593,0.2,0.3125,0.351351351351351,0.410714285714286,0.314814814814815,0.356521739130435,0.267241379310345,0.427184466019417,0.311926605504587,0.258928571428571,0.280373831775701,0.407079646017699,0.228813559322034,0.256880733944954,0.243243243243243,0.271929824561404,0.388888888888889,0.370689655172414,0.273584905660377,0.271844660194175,0.358695652173913,0.310344827586207,0.370689655172414,0.342342342342342,0.254901960784314,0.183908045977011,0.435185185185185,0.45,0.0756302521008403,0.105263157894737,0.115384615384615,0.104347826086957,0.1875,0.363636363636364,0.0365853658536585,0.333333333333333,0.12280701754386,0.417391304347826,0.441176470588235,0.377358490566038,0.461538461538462,0.376146788990826,0.361111111111111,0.192982456140351,0.3,0.337579687200989,0.230703928424734,0.398729560739922,0.255689149739404,0.313382491749634,0.347430949410718,0.295609483110425,0.334462359210504,0.29142083735527,0.144505035090657,0.408086223069852,0.227155988202856,0.261901537159398,0.263459582600319,0.315881747898751,0.0972937844975702,0.360246570184495
Children 6-14 years: (female),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
