"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var117","9. Zakat or charitable donations (not formal humanitarian assistance)","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var216","9. Zakat or charitable donations (not formal humanitarian assistance)","Displacement_status",NA,"returnee",0,0,0,0,NA,NA
"dependent.var36","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,NA,NA
"dependent.var118","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var217","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,NA,NA
"dependent.var37","1. Food items","Displacement_status",NA,"idp",500,12.7553364231164,475,525,NA,NA
"dependent.var119","1. Food items","Displacement_status",NA,"non_displaced",500,0,500,500,NA,NA
"dependent.var218","1. Food items","Displacement_status",NA,"returnee",500,0,500,500,NA,NA
"dependent.var38","2. Rent","Displacement_status",NA,"idp",450,25.5106728462327,400,500,NA,NA
"dependent.var120","2. Rent","Displacement_status",NA,"non_displaced",400,38.266009269349,325,475,NA,NA
"dependent.var219","2. Rent","Displacement_status",NA,"returnee",400,25.5106728462327,350,450,NA,NA
"dependent.var39","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,NA,NA
"dependent.var121","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var220","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,NA,NA
"dependent.var40","4. Water (from all sources combined)","Displacement_status",NA,"idp",30,0,30,30,NA,NA
"dependent.var122","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",40,3.82660092693491,32.5,47.5,NA,NA
"dependent.var221","4. Water (from all sources combined)","Displacement_status",NA,"returnee",35,5.10213456924654,25,45,NA,NA
"dependent.var41","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","Displacement_status",NA,"idp",50,0,50,50,NA,NA
"dependent.var123","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","Displacement_status",NA,"non_displaced",50,2.55106728462327,45,55,NA,NA
"dependent.var222","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","Displacement_status",NA,"returnee",40,5.10213456924654,30,50,NA,NA
"dependent.var42","6. Utilities (electricity and gas connections)","Displacement_status",NA,"idp",0,0,0,0,NA,NA
"dependent.var124","6. Utilities (electricity and gas connections)","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var223","6. Utilities (electricity and gas connections)","Displacement_status",NA,"returnee",10,2.55106728462327,5,15,NA,NA
"dependent.var43","7. Fuel (for cooking, for vehicles, etc.)","Displacement_status",NA,"idp",50,2.55106728462327,45,55,NA,NA
"dependent.var125","7. Fuel (for cooking, for vehicles, etc.)","Displacement_status",NA,"non_displaced",60,2.55106728462327,55,65,NA,NA
"dependent.var224","7. Fuel (for cooking, for vehicles, etc.)","Displacement_status",NA,"returnee",50,2.55106728462327,45,55,NA,NA
"dependent.var44","8. Health-related expenditures (healthcare, medicine, etc.)","Displacement_status",NA,"idp",50,6.37766821155818,37.5,62.5,NA,NA
"dependent.var126","8. Health-related expenditures (healthcare, medicine, etc.)","Displacement_status",NA,"non_displaced",60,7.65320185386981,45,75,NA,NA
"dependent.var225","8. Health-related expenditures (healthcare, medicine, etc.)","Displacement_status",NA,"returnee",50,8.92873549618145,32.5,67.5,NA,NA
"dependent.var45","9. Education-related expenditures (school fees, supplies, uniforms, etc.)","Displacement_status",NA,"idp",0,0,0,0,NA,NA
"dependent.var127","9. Education-related expenditures (school fees, supplies, uniforms, etc.)","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var226","9. Education-related expenditures (school fees, supplies, uniforms, etc.)","Displacement_status",NA,"returnee",0,0,0,0,NA,NA
"dependent.var46","10. Transportation ","Displacement_status",NA,"idp",0,0,0,0,NA,NA
"dependent.var128","10. Transportation ","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var227","10. Transportation ","Displacement_status",NA,"returnee",0,0,0,0,NA,NA
"dependent.var47","11. Mobile phone credit","Displacement_status",NA,"idp",50,0,50,50,NA,NA
"dependent.var129","11. Mobile phone credit","Displacement_status",NA,"non_displaced",50,0,50,50,NA,NA
"dependent.var228","11. Mobile phone credit","Displacement_status",NA,"returnee",45,2.55106728462327,40,50,NA,NA
"dependent.var48","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","Displacement_status",NA,"idp",0,0,0,0,NA,NA
"dependent.var130","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var229","12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","Displacement_status",NA,"returnee",0,0,0,0,NA,NA
"dependent.var49","13. Debt repayment","Displacement_status",NA,"idp",0,0,0,0,NA,NA
"dependent.var131","13. Debt repayment","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var230","13. Debt repayment","Displacement_status",NA,"returnee",0,0,0,0,NA,NA
"dependent.var50","14. All other expenditures (specify)","Displacement_status",NA,"idp",0,0,0,0,NA,NA
"dependent.var132","14. All other expenditures (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,NA,NA
"dependent.var231","14. All other expenditures (specify)","Displacement_status",NA,"returnee",0,0,0,0,NA,NA
