"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var2233","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Sebha"
"dependent.var564","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Aljufra"
"dependent.var1248","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Aljufra"
"dependent.var565","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Tripoli"
"dependent.var1249","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Tripoli"
"dependent.var2234","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Tripoli"
"dependent.var566","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var1250","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var2235","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var567","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Aljfara"
"dependent.var1251","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Aljfara"
"dependent.var2236","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Aljfara"
"dependent.var568","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var1252","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var2237","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var569","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Alkufra"
"dependent.var1253","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Alkufra"
"dependent.var2238","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Alkufra"
"dependent.var570","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Sirt"
"dependent.var1254","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Sirt"
"dependent.var2239","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Sirt"
"dependent.var571","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ghat"
"dependent.var1255","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ghat"
"dependent.var2240","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ghat"
"dependent.var572","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1256","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2241","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var573","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Derna"
"dependent.var1257","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Derna"
"dependent.var2242","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Derna"
"dependent.var574","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Azzawya"
"dependent.var1258","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Azzawya"
"dependent.var2243","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Azzawya"
"dependent.var575","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Zwara"
"dependent.var1259","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Zwara"
"dependent.var2244","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Zwara"
"dependent.var576","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Murzuq"
"dependent.var1260","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Murzuq"
"dependent.var2245","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Murzuq"
"dependent.var577","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Misrata"
"dependent.var1261","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Misrata"
"dependent.var2246","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Misrata"
"dependent.var578","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Benghazi"
"dependent.var1262","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Benghazi"
"dependent.var2247","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Benghazi"
"dependent.var579","10. Other (specify)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ubari"
"dependent.var1263","10. Other (specify)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ubari"
"dependent.var2248","10. Other (specify)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ubari"
"dependent.var580","1. Food items","Displacement_status",NA,"idp",450,25.5106728462327,400,500,"mantika_label","Sebha"
"dependent.var1264","1. Food items","Displacement_status",NA,"non_displaced",450,38.266009269349,375,525,"mantika_label","Sebha"
"dependent.var2249","1. Food items","Displacement_status",NA,"returnee",500,56.1234802617119,390,610,"mantika_label","Sebha"
"dependent.var581","1. Food items","Displacement_status",NA,"idp",900,12.7553364231164,875,925,"mantika_label","Aljufra"
"dependent.var1265","1. Food items","Displacement_status",NA,"non_displaced",920,12.7553364231164,895,945,"mantika_label","Aljufra"
"dependent.var582","1. Food items","Displacement_status",NA,"idp",500,0,500,500,"mantika_label","Tripoli"
"dependent.var1266","1. Food items","Displacement_status",NA,"non_displaced",500,25.5106728462327,450,550,"mantika_label","Tripoli"
"dependent.var2250","1. Food items","Displacement_status",NA,"returnee",500,25.5106728462327,450,550,"mantika_label","Tripoli"
"dependent.var583","1. Food items","Displacement_status",NA,"non_displaced",630,25.5106728462327,580,680,"mantika_label","Wadi Ashshati"
"dependent.var1267","1. Food items","Displacement_status",NA,"idp",450,25.5106728462327,400,500,"mantika_label","Wadi Ashshati"
"dependent.var2251","1. Food items","Displacement_status",NA,"returnee",600,40.8170765539723,520,680,"mantika_label","Wadi Ashshati"
"dependent.var584","1. Food items","Displacement_status",NA,"non_displaced",500,102.042691384931,300,700,"mantika_label","Aljfara"
"dependent.var1268","1. Food items","Displacement_status",NA,"idp",450,51.0213456924654,350,550,"mantika_label","Aljfara"
"dependent.var2252","1. Food items","Displacement_status",NA,"returnee",650,102.042691384931,450,850,"mantika_label","Aljfara"
"dependent.var585","1. Food items","Displacement_status",NA,"non_displaced",500,38.266009269349,425,575,"mantika_label","Ejdabia"
"dependent.var1269","1. Food items","Displacement_status",NA,"idp",500,51.0213456924654,400,600,"mantika_label","Ejdabia"
"dependent.var2253","1. Food items","Displacement_status",NA,"returnee",400,51.0213456924654,300,500,"mantika_label","Ejdabia"
"dependent.var586","1. Food items","Displacement_status",NA,"idp",100,12.7553364231164,75,125,"mantika_label","Alkufra"
"dependent.var1270","1. Food items","Displacement_status",NA,"non_displaced",650,25.5106728462327,600,700,"mantika_label","Alkufra"
"dependent.var2254","1. Food items","Displacement_status",NA,"returnee",600,102.042691384931,400,800,"mantika_label","Alkufra"
"dependent.var587","1. Food items","Displacement_status",NA,"non_displaced",300,12.7553364231164,275,325,"mantika_label","Sirt"
"dependent.var1271","1. Food items","Displacement_status",NA,"returnee",300,0,300,300,"mantika_label","Sirt"
"dependent.var2255","1. Food items","Displacement_status",NA,"idp",300,12.7553364231164,275,325,"mantika_label","Sirt"
"dependent.var588","1. Food items","Displacement_status",NA,"non_displaced",450,25.5106728462327,400,500,"mantika_label","Ghat"
"dependent.var1272","1. Food items","Displacement_status",NA,"idp",500,12.7553364231164,475,525,"mantika_label","Ghat"
"dependent.var2256","1. Food items","Displacement_status",NA,"returnee",300,38.266009269349,225,375,"mantika_label","Ghat"
"dependent.var589","1. Food items","Displacement_status",NA,"non_displaced",500,51.0213456924654,400,600,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1273","1. Food items","Displacement_status",NA,"idp",400,25.5106728462327,350,450,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2257","1. Food items","Displacement_status",NA,"returnee",400,12.7553364231164,375,425,"mantika_label","Al Jabal Al Gharbi"
"dependent.var590","1. Food items","Displacement_status",NA,"returnee",500,38.266009269349,425,575,"mantika_label","Derna"
"dependent.var1274","1. Food items","Displacement_status",NA,"non_displaced",350,25.5106728462327,300,400,"mantika_label","Derna"
"dependent.var2258","1. Food items","Displacement_status",NA,"idp",300,0,300,300,"mantika_label","Derna"
"dependent.var591","1. Food items","Displacement_status",NA,"non_displaced",350,38.266009269349,275,425,"mantika_label","Azzawya"
"dependent.var1275","1. Food items","Displacement_status",NA,"idp",200,12.7553364231164,175,225,"mantika_label","Azzawya"
"dependent.var2259","1. Food items","Displacement_status",NA,"returnee",200,12.7553364231164,175,225,"mantika_label","Azzawya"
"dependent.var592","1. Food items","Displacement_status",NA,"non_displaced",390,12.7553364231164,365,415,"mantika_label","Zwara"
"dependent.var1276","1. Food items","Displacement_status",NA,"idp",350,0,350,350,"mantika_label","Zwara"
"dependent.var2260","1. Food items","Displacement_status",NA,"returnee",400,12.7553364231164,375,425,"mantika_label","Zwara"
"dependent.var593","1. Food items","Displacement_status",NA,"non_displaced",400,25.5106728462327,350,450,"mantika_label","Murzuq"
"dependent.var1277","1. Food items","Displacement_status",NA,"idp",400,38.266009269349,325,475,"mantika_label","Murzuq"
"dependent.var2261","1. Food items","Displacement_status",NA,"returnee",400,12.7553364231164,375,425,"mantika_label","Murzuq"
"dependent.var594","1. Food items","Displacement_status",NA,"non_displaced",650,51.0213456924654,550,750,"mantika_label","Misrata"
"dependent.var1278","1. Food items","Displacement_status",NA,"idp",500,25.5106728462327,450,550,"mantika_label","Misrata"
"dependent.var2262","1. Food items","Displacement_status",NA,"returnee",150,204.085382769862,-250,550,"mantika_label","Misrata"
"dependent.var595","1. Food items","Displacement_status",NA,"returnee",700,38.266009269349,625,775,"mantika_label","Benghazi"
"dependent.var1279","1. Food items","Displacement_status",NA,"idp",500,25.5106728462327,450,550,"mantika_label","Benghazi"
"dependent.var2263","1. Food items","Displacement_status",NA,"non_displaced",600,38.266009269349,525,675,"mantika_label","Benghazi"
"dependent.var596","1. Food items","Displacement_status",NA,"non_displaced",600,38.266009269349,525,675,"mantika_label","Ubari"
"dependent.var1280","1. Food items","Displacement_status",NA,"idp",400,12.7553364231164,375,425,"mantika_label","Ubari"
"dependent.var2264","1. Food items","Displacement_status",NA,"returnee",450,15.3064037077396,420,480,"mantika_label","Ubari"
"dependent.var597","2. Rent","Displacement_status",NA,"idp",400,0,400,400,"mantika_label","Sebha"
"dependent.var1281","2. Rent","Displacement_status",NA,"returnee",300,63.7766821155817,175,425,"mantika_label","Sebha"
"dependent.var2265","2. Rent","Displacement_status",NA,"non_displaced",450,38.266009269349,375,525,"mantika_label","Sebha"
"dependent.var598","2. Rent","Displacement_status",NA,"idp",450,0,450,450,"mantika_label","Aljufra"
"dependent.var1282","2. Rent","Displacement_status",NA,"non_displaced",400,0,400,400,"mantika_label","Aljufra"
"dependent.var599","2. Rent","Displacement_status",NA,"idp",800,25.5106728462327,750,850,"mantika_label","Tripoli"
"dependent.var1283","2. Rent","Displacement_status",NA,"returnee",500,76.5320185386981,350,650,"mantika_label","Tripoli"
"dependent.var2266","2. Rent","Displacement_status",NA,"non_displaced",600,51.0213456924654,500,700,"mantika_label","Tripoli"
"dependent.var600","2. Rent","Displacement_status",NA,"idp",300,25.5106728462327,250,350,"mantika_label","Wadi Ashshati"
"dependent.var1284","2. Rent","Displacement_status",NA,"non_displaced",220,38.266009269349,145,295,"mantika_label","Wadi Ashshati"
"dependent.var2267","2. Rent","Displacement_status",NA,"returnee",350,38.266009269349,275,425,"mantika_label","Wadi Ashshati"
"dependent.var601","2. Rent","Displacement_status",NA,"idp",500,38.266009269349,425,575,"mantika_label","Aljfara"
"dependent.var1285","2. Rent","Displacement_status",NA,"non_displaced",1000,0,1000,1000,"mantika_label","Aljfara"
"dependent.var602","2. Rent","Displacement_status",NA,"non_displaced",350,51.0213456924654,250,450,"mantika_label","Ejdabia"
"dependent.var1286","2. Rent","Displacement_status",NA,"idp",400,0,400,400,"mantika_label","Ejdabia"
"dependent.var2268","2. Rent","Displacement_status",NA,"returnee",300,0,300,300,"mantika_label","Ejdabia"
"dependent.var603","2. Rent","Displacement_status",NA,"idp",300,12.7553364231164,275,325,"mantika_label","Alkufra"
"dependent.var1287","2. Rent","Displacement_status",NA,"non_displaced",250,51.0213456924654,150,350,"mantika_label","Alkufra"
"dependent.var2269","2. Rent","Displacement_status",NA,"returnee",300,25.5106728462327,250,350,"mantika_label","Alkufra"
"dependent.var604","2. Rent","Displacement_status",NA,"non_displaced",350,25.5106728462327,300,400,"mantika_label","Sirt"
"dependent.var1288","2. Rent","Displacement_status",NA,"returnee",400,0,400,400,"mantika_label","Sirt"
"dependent.var2270","2. Rent","Displacement_status",NA,"idp",500,0,500,500,"mantika_label","Sirt"
"dependent.var605","2. Rent","Displacement_status",NA,"non_displaced",200,0,200,200,"mantika_label","Ghat"
"dependent.var1289","2. Rent","Displacement_status",NA,"returnee",150,33.1638747001025,85,215,"mantika_label","Ghat"
"dependent.var2271","2. Rent","Displacement_status",NA,"idp",200,25.5106728462327,150,250,"mantika_label","Ghat"
"dependent.var606","2. Rent","Displacement_status",NA,"idp",400,17.8574709923629,365,435,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1290","2. Rent","Displacement_status",NA,"returnee",0,51.0213456924654,-100,100,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2272","2. Rent","Displacement_status",NA,"non_displaced",150,89.2873549618145,-25,325,"mantika_label","Al Jabal Al Gharbi"
"dependent.var607","2. Rent","Displacement_status",NA,"idp",400,12.7553364231164,375,425,"mantika_label","Derna"
"dependent.var1291","2. Rent","Displacement_status",NA,"returnee",300,25.5106728462327,250,350,"mantika_label","Derna"
"dependent.var2273","2. Rent","Displacement_status",NA,"non_displaced",350,38.266009269349,275,425,"mantika_label","Derna"
"dependent.var608","2. Rent","Displacement_status",NA,"non_displaced",350,25.5106728462327,300,400,"mantika_label","Azzawya"
"dependent.var1292","2. Rent","Displacement_status",NA,"idp",300,12.7553364231164,275,325,"mantika_label","Azzawya"
"dependent.var2274","2. Rent","Displacement_status",NA,"returnee",350,12.7553364231164,325,375,"mantika_label","Azzawya"
"dependent.var609","2. Rent","Displacement_status",NA,"idp",350,12.7553364231164,325,375,"mantika_label","Zwara"
"dependent.var1293","2. Rent","Displacement_status",NA,"non_displaced",300,25.5106728462327,250,350,"mantika_label","Zwara"
"dependent.var2275","2. Rent","Displacement_status",NA,"returnee",300,12.7553364231164,275,325,"mantika_label","Zwara"
"dependent.var610","2. Rent","Displacement_status",NA,"idp",300,76.5320185386981,150,450,"mantika_label","Murzuq"
"dependent.var1294","2. Rent","Displacement_status",NA,"non_displaced",250,63.7766821155817,125,375,"mantika_label","Murzuq"
"dependent.var2276","2. Rent","Displacement_status",NA,"returnee",150,0,150,150,"mantika_label","Murzuq"
"dependent.var611","2. Rent","Displacement_status",NA,"idp",350,25.5106728462327,300,400,"mantika_label","Misrata"
"dependent.var1295","2. Rent","Displacement_status",NA,"non_displaced",500,127.553364231163,250,750,"mantika_label","Misrata"
"dependent.var2277","2. Rent","Displacement_status",NA,"returnee",250,76.5320185386981,100,400,"mantika_label","Misrata"
"dependent.var612","2. Rent","Displacement_status",NA,"non_displaced",500,102.042691384931,300,700,"mantika_label","Benghazi"
"dependent.var1296","2. Rent","Displacement_status",NA,"idp",600,38.266009269349,525,675,"mantika_label","Benghazi"
"dependent.var2278","2. Rent","Displacement_status",NA,"returnee",400,127.553364231163,150,650,"mantika_label","Benghazi"
"dependent.var613","2. Rent","Displacement_status",NA,"non_displaced",350,12.7553364231164,325,375,"mantika_label","Ubari"
"dependent.var1297","2. Rent","Displacement_status",NA,"idp",350,25.5106728462327,300,400,"mantika_label","Ubari"
"dependent.var2279","2. Rent","Displacement_status",NA,"returnee",280,7.65320185386981,265,295,"mantika_label","Ubari"
"dependent.var614","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Sebha"
"dependent.var1298","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Sebha"
"dependent.var2280","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Sebha"
"dependent.var615","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Aljufra"
"dependent.var1299","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Aljufra"
"dependent.var616","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Tripoli"
"dependent.var1300","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Tripoli"
"dependent.var2281","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Tripoli"
"dependent.var617","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,5.10213456924654,-10,10,"mantika_label","Wadi Ashshati"
"dependent.var1301","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var2282","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Wadi Ashshati"
"dependent.var618","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Aljfara"
"dependent.var1302","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Aljfara"
"dependent.var2283","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Aljfara"
"dependent.var619","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var1303","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var2284","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var620","3. Shelter maintenance","Displacement_status",NA,"idp",50,0,50,50,"mantika_label","Alkufra"
"dependent.var1304","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Alkufra"
"dependent.var2285","3. Shelter maintenance","Displacement_status",NA,"returnee",50,45.9192111232189,-40,140,"mantika_label","Alkufra"
"dependent.var621","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Sirt"
"dependent.var1305","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Sirt"
"dependent.var2286","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Sirt"
"dependent.var622","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,1.27553364231164,-2.5,2.5,"mantika_label","Ghat"
"dependent.var1306","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ghat"
"dependent.var2287","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ghat"
"dependent.var623","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1307","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2288","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Al Jabal Al Gharbi"
"dependent.var624","3. Shelter maintenance","Displacement_status",NA,"returnee",0,7.65320185386981,-15,15,"mantika_label","Derna"
"dependent.var1308","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Derna"
"dependent.var2289","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Derna"
"dependent.var625","3. Shelter maintenance","Displacement_status",NA,"non_displaced",50,25.5106728462327,7.105427357601e-15,100,"mantika_label","Azzawya"
"dependent.var1309","3. Shelter maintenance","Displacement_status",NA,"idp",50,12.7553364231164,25,75,"mantika_label","Azzawya"
"dependent.var2290","3. Shelter maintenance","Displacement_status",NA,"returnee",100,2.55106728462327,95,105,"mantika_label","Azzawya"
"dependent.var626","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Zwara"
"dependent.var1310","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Zwara"
"dependent.var2291","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Zwara"
"dependent.var627","3. Shelter maintenance","Displacement_status",NA,"non_displaced",50,0,50,50,"mantika_label","Murzuq"
"dependent.var1311","3. Shelter maintenance","Displacement_status",NA,"idp",0,5.10213456924654,-10,10,"mantika_label","Murzuq"
"dependent.var2292","3. Shelter maintenance","Displacement_status",NA,"returnee",0,12.7553364231164,-25,25,"mantika_label","Murzuq"
"dependent.var628","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Misrata"
"dependent.var1312","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Misrata"
"dependent.var2293","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Misrata"
"dependent.var629","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Benghazi"
"dependent.var1313","3. Shelter maintenance","Displacement_status",NA,"idp",0,25.5106728462327,-50,50,"mantika_label","Benghazi"
"dependent.var2294","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Benghazi"
"dependent.var630","3. Shelter maintenance","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ubari"
"dependent.var1314","3. Shelter maintenance","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ubari"
"dependent.var2295","3. Shelter maintenance","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ubari"
"dependent.var631","4. Water (from all sources combined)","Displacement_status",NA,"idp",70,3.82660092693491,62.5,77.5,"mantika_label","Sebha"
"dependent.var1315","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",90,5.10213456924654,80,100,"mantika_label","Sebha"
"dependent.var2296","4. Water (from all sources combined)","Displacement_status",NA,"returnee",80,3.82660092693491,72.5,87.5,"mantika_label","Sebha"
"dependent.var632","4. Water (from all sources combined)","Displacement_status",NA,"idp",45,1.27553364231164,42.5,47.5,"mantika_label","Aljufra"
"dependent.var1316","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",40,0,40,40,"mantika_label","Aljufra"
"dependent.var633","4. Water (from all sources combined)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Tripoli"
"dependent.var1317","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Tripoli"
"dependent.var2297","4. Water (from all sources combined)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Tripoli"
"dependent.var634","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",55,3.82660092693491,47.5,62.5,"mantika_label","Wadi Ashshati"
"dependent.var1318","4. Water (from all sources combined)","Displacement_status",NA,"idp",30,5.10213456924654,20,40,"mantika_label","Wadi Ashshati"
"dependent.var2298","4. Water (from all sources combined)","Displacement_status",NA,"returnee",90,12.7553364231164,65,115,"mantika_label","Wadi Ashshati"
"dependent.var635","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",20,1.27553364231164,17.5,22.5,"mantika_label","Aljfara"
"dependent.var1319","4. Water (from all sources combined)","Displacement_status",NA,"idp",20,1.27553364231164,17.5,22.5,"mantika_label","Aljfara"
"dependent.var2299","4. Water (from all sources combined)","Displacement_status",NA,"returnee",20,1.27553364231164,17.5,22.5,"mantika_label","Aljfara"
"dependent.var636","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var1320","4. Water (from all sources combined)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var2300","4. Water (from all sources combined)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Ejdabia"
"dependent.var637","4. Water (from all sources combined)","Displacement_status",NA,"idp",0,0,0,0,"mantika_label","Alkufra"
"dependent.var1321","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Alkufra"
"dependent.var2301","4. Water (from all sources combined)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Alkufra"
"dependent.var638","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",50,0,50,50,"mantika_label","Sirt"
"dependent.var1322","4. Water (from all sources combined)","Displacement_status",NA,"returnee",50,0,50,50,"mantika_label","Sirt"
"dependent.var2302","4. Water (from all sources combined)","Displacement_status",NA,"idp",30,8.92873549618145,12.5,47.5,"mantika_label","Sirt"
"dependent.var639","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",0,0,0,0,"mantika_label","Ghat"
"dependent.var1323","4. Water (from all sources combined)","Displacement_status",NA,"idp",0,10.2042691384931,-20,20,"mantika_label","Ghat"
"dependent.var2303","4. Water (from all sources combined)","Displacement_status",NA,"returnee",20,7.65320185386981,5,35,"mantika_label","Ghat"
"dependent.var640","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",100,5.10213456924654,90,110,"mantika_label","Al Jabal Al Gharbi"
"dependent.var1324","4. Water (from all sources combined)","Displacement_status",NA,"idp",80,7.65320185386981,65,95,"mantika_label","Al Jabal Al Gharbi"
"dependent.var2304","4. Water (from all sources combined)","Displacement_status",NA,"returnee",100,5.10213456924654,90,110,"mantika_label","Al Jabal Al Gharbi"
"dependent.var641","4. Water (from all sources combined)","Displacement_status",NA,"returnee",25,10.2042691384931,5,45,"mantika_label","Derna"
"dependent.var1325","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",40,11.4798027808047,17.5,62.5,"mantika_label","Derna"
"dependent.var2305","4. Water (from all sources combined)","Displacement_status",NA,"idp",40,2.55106728462327,35,45,"mantika_label","Derna"
"dependent.var642","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",100,5.10213456924654,90,110,"mantika_label","Azzawya"
"dependent.var1326","4. Water (from all sources combined)","Displacement_status",NA,"idp",100,0,100,100,"mantika_label","Azzawya"
"dependent.var2306","4. Water (from all sources combined)","Displacement_status",NA,"returnee",100,0,100,100,"mantika_label","Azzawya"
"dependent.var643","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",100,6.37766821155818,87.5,112.5,"mantika_label","Zwara"
"dependent.var1327","4. Water (from all sources combined)","Displacement_status",NA,"idp",100,2.55106728462327,95,105,"mantika_label","Zwara"
"dependent.var2307","4. Water (from all sources combined)","Displacement_status",NA,"returnee",100,2.55106728462327,95,105,"mantika_label","Zwara"
"dependent.var644","4. Water (from all sources combined)","Displacement_status",NA,"non_displaced",40,12.7553364231164,15,65,"mantika_label","Murzuq"
"dependent.var1328","4. Water (from all sources combined)","Displacement_status",NA,"idp",50,12.7553364231164,25,75,"mantika_label","Murzuq"
"dependent.var2308","4. Water (from all sources combined)","Displacement_status",NA,"returnee",0,0,0,0,"mantika_label","Murzuq"
