"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value"
"1","Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?","MSNA year","Don't know","2018",0.00759957773041857,NA,0.00198868497737408,0.0132104704834631,NA,NA,1.56589576953757e-23
"2","Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?","MSNA year","Prefer not to answer","2018",0.0138547407223027,NA,0.00535552168978148,0.022353959754824,NA,NA,1.56589576953757e-23
"3","Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?","MSNA year","No","2018",0.350859281686468,NA,0.312168075935444,0.389550487437493,NA,NA,1.56589576953757e-23
"4","Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?","MSNA year","Yes","2018",0.62768639986081,NA,0.588782537662792,0.666590262058829,NA,NA,1.56589576953757e-23
"5","Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?","MSNA year","Don't know","2019",0.00695543569121925,NA,0.000837617944994757,0.0130732534374437,NA,NA,1.56589576953757e-23
"6","Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?","MSNA year","Prefer not to answer","2019",0.00400185223238054,NA,0.000940578305206098,0.00706312615955497,NA,NA,1.56589576953757e-23
"7","Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?","MSNA year","No","2019",0.563946701372512,NA,0.535959213301003,0.591934189444021,NA,NA,1.56589576953757e-23
"8","Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?","MSNA year","Yes","2019",0.425096010703888,NA,0.397370893928296,0.45282112747948,NA,NA,1.56589576953757e-23
"110","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","Heavy damage (shelter is not livable without repairs)","2018",0.0143730131573346,NA,0.00512039811615006,0.0236256281985191,NA,NA,2.922555136729e-21
"22","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","Light damage (repairs needed, but shelter is livable)","2018",0.271602946179504,NA,0.23545986842334,0.307746023935667,NA,NA,2.922555136729e-21
"31","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","Medium damage","2018",0.0558299541268411,NA,0.0417367622715145,0.0699231459821677,NA,NA,2.922555136729e-21
"41","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","No damage / negligible damage","2018",0.650850269982808,NA,0.613354365410589,0.688346174555027,NA,NA,2.922555136729e-21
"51","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","Destroyed (shelter needs to be reconstructed)","2018",0.00734381655351255,NA,0.00358964648721379,0.0110979866198113,NA,NA,2.922555136729e-21
"61","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","Heavy damage (shelter is not livable without repairs)","2019",0.0114754963467945,NA,0.00592571177645455,0.0170252809171344,NA,NA,2.922555136729e-21
"71","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","Light damage (repairs needed, but shelter is livable)","2019",0.162414680239312,NA,0.141069824602175,0.183759535876448,NA,NA,2.922555136729e-21
"81","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","Medium damage","2019",0.031237515069992,NA,0.0218084672601412,0.0406665628798427,NA,NA,2.922555136729e-21
"9","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","No damage / negligible damage","2019",0.791966893413004,NA,0.768788122198923,0.815145664627084,NA,NA,2.922555136729e-21
"10","Question for enumerator: How would you describe the overall condition of this household's shelter?","MSNA year","Destroyed (shelter needs to be reconstructed)","2019",0.00290541493089806,NA,0.000752471823094161,0.00505835803870197,NA,NA,2.922555136729e-21
"111","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","Don't know","2018",0.00546167139599916,NA,7.71882866067424e-06,0.0109156239633376,NA,NA,4.06593102130017e-14
"23","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","Prefer not to answer","2018",0.0119341984295204,NA,0.00543011096141078,0.0184382858976301,NA,NA,4.06593102130017e-14
"32","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","No","2018",0.902560201551129,NA,0.880171269795928,0.924949133306331,NA,NA,4.06593102130017e-14
"42","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","Yes, have been recently evicted","2018",0.0553727462472755,NA,0.0388346271705873,0.0719108653239636,NA,NA,4.06593102130017e-14
"52","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","Yes, have been threatened with eviction","2018",0.0246711823760755,NA,0.0110511487204068,0.0382912160317442,NA,NA,4.06593102130017e-14
"62","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","Don't know","2019",0.00759181815997921,NA,0.00207991361370401,0.0131037227062544,NA,NA,4.06593102130017e-14
"72","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","Prefer not to answer","2019",0.000931667922507663,NA,0.000169079033252591,0.00169425681176274,NA,NA,4.06593102130017e-14
"82","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","No","2019",0.967489093328165,NA,0.958674282654145,0.976303904002185,NA,NA,4.06593102130017e-14
"91","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","Yes, have been recently evicted","2019",0.0131774070541919,NA,0.00798646456708898,0.0183683495412948,NA,NA,4.06593102130017e-14
"101","Has your household experienced eviction or the threat of eviction within the past 6 months?","MSNA year","Yes, have been threatened with eviction","2019",0.0108100135351562,NA,0.00623556566024888,0.0153844614100634,NA,NA,4.06593102130017e-14
"112","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Bottled water","2018",0.59548935779901,NA,0.558526162086081,0.632452553511939,NA,NA,1.95170185719564e-34
"24","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Don't know","2018",5.18915715949092e-05,NA,-4.99092902282812e-05,0.0001536924334181,NA,NA,1.95170185719564e-34
"33","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Prefer not to answer","2018",5.18915715949092e-05,NA,-4.99092902282812e-05,0.0001536924334181,NA,NA,1.95170185719564e-34
"43","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Other (specify)","2018",0.00173864067516124,NA,0.000207430171252958,0.00326985117906952,NA,NA,1.95170185719564e-34
"53","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Protected well (e.g., in your house or in the mosque)","2018",0.100674773002663,NA,0.0748155121422894,0.126534033863036,NA,NA,1.95170185719564e-34
"63","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Public network (connected to the shelter)","2018",0.239569752863223,NA,0.211235904134314,0.267903601592132,NA,NA,1.95170185719564e-34
"73","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Tap accessible to the public  ","2018",0.0249156466477343,NA,0.0145660442877969,0.0352652490076718,NA,NA,1.95170185719564e-34
"83","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Rainwater","2018",0.00125357049769389,NA,0.000247081861015387,0.00226005913437238,NA,NA,1.95170185719564e-34
"92","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Surface water (lakes, ponds, rivers, etc.)","2018",3.70656053932798e-05,NA,-3.56507590504316e-05,0.000109781969836991,NA,NA,1.95170185719564e-34
"102","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Unprotected well","2018",0.000652094853628938,NA,0.000290810790459789,0.00101337891679809,NA,NA,1.95170185719564e-34
"11","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Water trucking","2018",0.0355653149123028,NA,0.0241339090079146,0.0469967208166911,NA,NA,1.95170185719564e-34
"12","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Bottled water","2019",0.29880533508079,NA,0.273481911087615,0.324128759073965,NA,NA,1.95170185719564e-34
"13","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Don't know","2019",0.000779674212220072,NA,-0.000591940464693031,0.00215128888913318,NA,NA,1.95170185719564e-34
"14","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Other (specify)","2019",0.000953851793950495,NA,-0.000731168463150955,0.00263887205105195,NA,NA,1.95170185719564e-34
"15","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Protected well (e.g., in your house or in the mosque)","2019",0.107301034201821,NA,0.0851118285725785,0.129490239831063,NA,NA,1.95170185719564e-34
"16","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Public network (connected to the shelter)","2019",0.495161080182756,NA,0.466114200970481,0.52420795939503,NA,NA,1.95170185719564e-34
"17","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Tap accessible to the public  ","2019",0.0108206258637214,NA,0.00650673648781057,0.0151345152396323,NA,NA,1.95170185719564e-34
"18","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Rainwater","2019",0.00263321191567674,NA,0.000586463879779315,0.00467995995157416,NA,NA,1.95170185719564e-34
"19","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Surface water (lakes, ponds, rivers, etc.)","2019",1.53953209997991e-06,NA,-1.47977442805289e-06,4.5588386280127e-06,NA,NA,1.95170185719564e-34
"20","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Unprotected well","2019",0.011691888682799,NA,0.00481441230338452,0.0185693650622136,NA,NA,1.95170185719564e-34
"21","What was the main source of drinking water used by members of this household over the past 30 days?","MSNA year","Water trucking","2019",0.0718517585341657,NA,0.0588798071676781,0.0848237099006534,NA,NA,1.95170185719564e-34
"113","In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","MSNA year","Don't know","2018",0.0031424611806513,NA,0.000940598410822896,0.0053443239504797,NA,NA,2.32747536685142e-05
"25","In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","MSNA year","Prefer not to answer","2018",0.000228309654501749,NA,-3.02042827708471e-05,0.000486823591774345,NA,NA,2.32747536685142e-05
"34","In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","MSNA year","No","2018",0.80803524336547,NA,0.775966609331437,0.840103877399503,NA,NA,2.32747536685142e-05
"44","In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","MSNA year","Yes","2018",0.188593985799377,NA,0.156559632034567,0.220628339564187,NA,NA,2.32747536685142e-05
"54","In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","MSNA year","Don't know","2019",0.00752830517113461,NA,0.00111721810960595,0.0139393922326633,NA,NA,2.32747536685142e-05
"64","In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","MSNA year","Prefer not to answer","2019",1.53953209997991e-06,NA,-1.47977442805288e-06,4.5588386280127e-06,NA,NA,2.32747536685142e-05
"74","In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","MSNA year","No","2019",0.707537559200414,NA,0.681470468395163,0.733604650005665,NA,NA,2.32747536685142e-05
"84","In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?","MSNA year","Yes","2019",0.284932596096351,NA,0.259219953024326,0.310645239168376,NA,NA,2.32747536685142e-05
"114","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","No treatment methods used","2018",0.622257380161947,NA,0.583627926205729,0.660886834118164,NA,NA,NA
"26","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","No treatment methods used","2019",0.264450081821397,NA,0.206439430107832,0.322460733534961,NA,NA,NA
"35","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Boiling","2018",0.0604668720562763,NA,0.0416161949656387,0.0793175491469139,NA,NA,NA
"45","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Boiling","2019",0.0386121757261588,NA,0.0105847060959293,0.0666396453563883,NA,NA,NA
"55","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Disinfection (tablets, iodine, etc.)","2018",0.0468269364555171,NA,0.0319516440262174,0.0617022288848168,NA,NA,NA
"65","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Disinfection (tablets, iodine, etc.)","2019",0.0737772425551274,NA,0.0457694055210787,0.101785079589176,NA,NA,NA
"75","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Water filters","2018",0.269327185834438,NA,0.23259931357478,0.306055058094096,NA,NA,NA
"85","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Water filters","2019",0.654818708278081,NA,0.592925241177205,0.716712175378958,NA,NA,NA
"93","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Other (specify)","2018",0,NA,0,0,NA,NA,NA
"103","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Other (specify)","2019",0,NA,0,0,NA,NA,NA
"115","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Don't know","2018",0.0471736070143796,NA,0.0320231705969826,0.0623240434317767,NA,NA,NA
"121","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Don't know","2019",0.00413453097576663,NA,0,0.0101566971948596,NA,NA,NA
"131","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Prefer not to answer","2018",0.00942514269306573,NA,0.00322948963103555,0.0156207957550959,NA,NA,NA
"141","What methods does your household use, if any, to improve the quality of its drinking water?","MSNA year","Prefer not to answer","2019",0.00399330158567178,NA,0,0.00957199833259655,NA,NA,NA
"116","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Don't know","2018",0.0135596875655876,NA,0.00652960950913535,0.0205897656220399,NA,NA,0.00742892848318523
"27","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Prefer not to answer","2018",0.00133404765595339,NA,-0.00109738447101795,0.00376547978292473,NA,NA,0.00742892848318523
"36","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Every day (7 days)","2018",0.487475479019104,NA,0.448108261964942,0.526842696073266,NA,NA,0.00742892848318523
"46","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Most days (4-6 days)","2018",0.205646343521924,NA,0.175278486551406,0.236014200492441,NA,NA,0.00742892848318523
"56","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Not at all (0 days)","2018",0.184528322273139,NA,0.154206598328948,0.214850046217329,NA,NA,0.00742892848318523
"66","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Rarely (1-3 days)","2018",0.107456119964293,NA,0.0846719412458593,0.130240298682726,NA,NA,0.00742892848318523
"76","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Don't know","2019",0.0158939681569389,NA,0.00633929972097921,0.0254486365928985,NA,NA,0.00742892848318523
"86","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Every day (7 days)","2019",0.463099583048004,NA,0.433957927287213,0.492241238808794,NA,NA,0.00742892848318523
"94","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Most days (4-6 days)","2019",0.199525298599316,NA,0.178059706869726,0.220990890328907,NA,NA,0.00742892848318523
"104","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Not at all (0 days)","2019",0.138049301897441,NA,0.119789432590819,0.156309171204063,NA,NA,0.00742892848318523
"117","Over the past 7 days, on how many days did your household have access to water from the public network?","MSNA year","Rarely (1-3 days)","2019",0.183431848298301,NA,0.160333167158454,0.206530529438147,NA,NA,0.00742892848318523
"118","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Flush toilet (Arabic or Western)","2018",0.864157024712454,NA,0.844613710555459,0.883700338869449,NA,NA,NA
"28","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Flush toilet (Arabic or Western)","2019",0.832835299398625,NA,0.808816919707765,0.856853679089486,NA,NA,NA
"37","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Pour toilet (Arabic or Western)","2018",0.184205129016922,NA,0.158552300093653,0.209857957940191,NA,NA,NA
"47","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Pour toilet (Arabic or Western)","2019",0.255711214086374,NA,0.230028056404084,0.281394371768663,NA,NA,NA
"57","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Dry pit latrine (without water)","2018",0.020594100115636,NA,0.0131601785531592,0.0280280216781127,NA,NA,NA
"67","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Dry pit latrine (without water)","2019",0.00426508086056349,NA,0.000310237087492978,0.00821992463363399,NA,NA,NA
"77","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","No toilet inside shelter or within easy reach","2018",5.71036733445471e-05,NA,0,0.000114858945324951,NA,NA,NA
"87","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","No toilet inside shelter or within easy reach","2019",0.000162233733407349,NA,0,0.000339512433731899,NA,NA,NA
"95","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Other (specify)","2018",6.30178531196873e-05,NA,0,0.000186644875567574,NA,NA,NA
"105","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Other (specify)","2019",0,NA,0,0,NA,NA,NA
"119","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Don't know","2018",0.00100007872747277,NA,0.000240457381093582,0.00175970007385196,NA,NA,NA
"122","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Don't know","2019",0.00069820101366613,NA,0,0.00206654859869539,NA,NA,NA
"132","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Prefer not to answer","2018",0.0189845070481272,NA,0.0133394397734007,0.0246295743228537,NA,NA,NA
"142","What kind of toilet(s) does your household have access to inside its shelter or within easy reach?","MSNA year","Prefer not to answer","2019",0.0018083083099536,NA,0,0.00386855178216047,NA,NA,NA
"120","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","1-2 hours","2018",0.0194461247855833,NA,0.00999459565808003,0.0288976539130866,NA,NA,0.000395510025710171
"29","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","15-29 minutes","2018",0.376479494599601,NA,0.337786298944749,0.415172690254453,NA,NA,0.000395510025710171
"38","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","30-59 minutes","2018",0.118450823619405,NA,0.093652181933411,0.143249465305398,NA,NA,0.000395510025710171
"48","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","Don't know","2018",0.00266598732376561,NA,-0.00165014108523964,0.00698211573277086,NA,NA,0.000395510025710171
"58","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","Prefer not to answer","2018",0.000150041007641581,NA,-3.68698108547039e-05,0.000336951826137866,NA,NA,0.000395510025710171
"68","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","Less than 15 minutes","2018",0.480874193749124,NA,0.441672883095025,0.520075504403222,NA,NA,0.000395510025710171
"78","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","More than 2 hours","2018",0.00193333491488029,NA,0.000721944791175019,0.00314472503858555,NA,NA,0.000395510025710171
"88","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","1-2 hours","2019",0.00899876613852641,NA,0.00553202958812837,0.0124655026889245,NA,NA,0.000395510025710171
"96","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","15-29 minutes","2019",0.38745720020674,NA,0.359951161103483,0.414963239309998,NA,NA,0.000395510025710171
"106","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","30-59 minutes","2019",0.0901211533707849,NA,0.0760124759683254,0.104229830773244,NA,NA,0.000395510025710171
"1110","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","Don't know","2019",0.00186837951648006,NA,-0.000570843487998974,0.0043076025209591,NA,NA,0.000395510025710171
"123","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","Prefer not to answer","2019",5.82348652210963e-05,NA,-4.89452733173113e-05,0.000165415003759504,NA,NA,0.000395510025710171
"133","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","Less than 15 minutes","2019",0.510774998302265,NA,0.481854315468288,0.539695681136242,NA,NA,0.000395510025710171
"143","How much time does it take your household to travel by car from your place of residence to the nearest health service provider?","MSNA year","More than 2 hours","2019",0.000721267599982218,NA,-5.9578891742456e-05,0.00150211409170689,NA,NA,0.000395510025710171
"dependent.var20","How many children in your household have vaccination cards?","MSNA year",NA,"2019",0.873336229157562,NA,0.810317888765902,0.936354569549222,NA,NA,0.439087234355761
"dependent.var110","How many children in your household have vaccination cards?","MSNA year",NA,"2018",0.826298075211677,NA,0.725181083502072,0.927415066921282,NA,NA,0.439087234355761
"124","Do any members of your household suffer from any medically-diagnosed mental disorder?","MSNA year","Don't know","2018",0.000286963176474176,NA,-0.000133121578006598,0.00070704793095495,NA,NA,0.00703140134561294
"210","Do any members of your household suffer from any medically-diagnosed mental disorder?","MSNA year","Prefer not to answer","2018",0.00281995340147581,NA,-0.00220402732453898,0.00784393412749061,NA,NA,0.00703140134561294
"39","Do any members of your household suffer from any medically-diagnosed mental disorder?","MSNA year","No","2018",0.953281523652961,NA,0.925273018838585,0.981290028467338,NA,NA,0.00703140134561294
"49","Do any members of your household suffer from any medically-diagnosed mental disorder?","MSNA year","Yes","2018",0.0436115597690888,NA,0.0160457798227127,0.0711773397154648,NA,NA,0.00703140134561294
"59","Do any members of your household suffer from any medically-diagnosed mental disorder?","MSNA year","Don't know","2019",0.004942879434702,NA,0.000382781401218188,0.00950297746818581,NA,NA,0.00703140134561294
"69","Do any members of your household suffer from any medically-diagnosed mental disorder?","MSNA year","Prefer not to answer","2019",0.00038219827800833,NA,-0.000223875726224939,0.000988272282241598,NA,NA,0.00703140134561294
"79","Do any members of your household suffer from any medically-diagnosed mental disorder?","MSNA year","No","2019",0.973671929443013,NA,0.963403197379053,0.983940661506973,NA,NA,0.00703140134561294
"89","Do any members of your household suffer from any medically-diagnosed mental disorder?","MSNA year","Yes","2019",0.0210029928442764,NA,0.0117637501683593,0.0302422355201934,NA,NA,0.00703140134561294
"125","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","Don't know","2018",0.0460334493650704,NA,-0.0423643101479585,0.134431208878099,NA,NA,0.331054775404702
"211","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","Prefer not to answer","2018",0.00389630225112831,NA,-0.00352800446518512,0.0113206089674417,NA,NA,0.331054775404702
"310","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","Yes, adequate access","2018",0.112668083456644,NA,0.0113766794045937,0.213959487508695,NA,NA,0.331054775404702
"410","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","Limited access (only sometimes, limited quantity, etc.)","2018",0.377889401719864,NA,0.204033965437482,0.551744838002246,NA,NA,0.331054775404702
"510","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","No access","2018",0.459512763207293,NA,0.262777297130031,0.656248229284555,NA,NA,0.331054775404702
"610","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","Prefer not to answer","2019",0.0427303322921118,NA,-0.036139944734884,0.121600609319108,NA,NA,0.331054775404702
"710","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","Yes, adequate access","2019",0.141140622620023,NA,0.00480114927544861,0.277480095964598,NA,NA,0.331054775404702
"810","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","Limited access (only sometimes, limited quantity, etc.)","2019",0.648594880980167,NA,0.460945550627966,0.836244211332368,NA,NA,0.331054775404702
"97","Do they have adequate access to the health care that they need to treat or manage their condition?","MSNA year","No access","2019",0.167534164107698,NA,0.0225943133662361,0.31247401484916,NA,NA,0.331054775404702
"126","Have any members of the household received any form of explosive hazards risk awareness?","MSNA year","Don't know","2018",0.0452308161099634,NA,0.0319184890981628,0.0585431431217639,NA,NA,9.86388351289314e-05
"212","Have any members of the household received any form of explosive hazards risk awareness?","MSNA year","Prefer not to answer","2018",0.0194797011035382,NA,0.01186399635893,0.0270954058481464,NA,NA,9.86388351289314e-05
"311","Have any members of the household received any form of explosive hazards risk awareness?","MSNA year","No","2018",0.772167859580044,NA,0.744498157052077,0.799837562108011,NA,NA,9.86388351289314e-05
"411","Have any members of the household received any form of explosive hazards risk awareness?","MSNA year","Yes","2018",0.163121623206455,NA,0.139577618581313,0.186665627831597,NA,NA,9.86388351289314e-05
"511","Have any members of the household received any form of explosive hazards risk awareness?","MSNA year","Don't know","2019",0.0418614669015078,NA,0.0303364014505973,0.0533865323524182,NA,NA,9.86388351289314e-05
"611","Have any members of the household received any form of explosive hazards risk awareness?","MSNA year","Prefer not to answer","2019",0.000844080222398258,NA,0.000286964917165124,0.00140119552763139,NA,NA,9.86388351289314e-05
"711","Have any members of the household received any form of explosive hazards risk awareness?","MSNA year","No","2019",0.803925149286428,NA,0.782430465898318,0.825419832674539,NA,NA,9.86388351289314e-05
"811","Have any members of the household received any form of explosive hazards risk awareness?","MSNA year","Yes","2019",0.153369303589666,NA,0.134339735076116,0.172398872103215,NA,NA,9.86388351289314e-05
"127","fcs_category","MSNA year","acceptable","2018",0.814975825588953,NA,0.781774895195889,0.848176755982017,NA,NA,9.75539490103714e-27
"213","fcs_category","MSNA year","borderline","2018",0.111576225176619,NA,0.0877167632057576,0.13543568714748,NA,NA,9.75539490103714e-27
"312","fcs_category","MSNA year","poor","2018",0.0734479492344282,NA,0.0470103299775048,0.0998855684913515,NA,NA,9.75539490103714e-27
"412","fcs_category","MSNA year","acceptable","2019",0.956763896190719,NA,0.947958215793005,0.965569576588434,NA,NA,9.75539490103714e-27
